"id","screen_name","text","polite","sentiment","communication","retweet_count","followers_count","favourites_count","created_at"
466264028348952576,"Willking89","@Andrew_Duff_MEP Don't waste paper by posting your lies through my letter box. I suggest you concentrate on finding a competent leader!#UKIP","polite","negative","engaging",0,166,1045,"Tue May 13 17:09:41 +0000 2014"
466266895210250240,"katrinamurray71","@littlegrumpyG @coldplay her other favourites include The Clash and GreenDay so think she may be musically  in her 40's","polite","neutral","engaging",0,1461,12770,"Tue May 13 17:21:05 +0000 2014"
466267309841977344,"PhilBennionMEP","MEP hails success of WMG at Warwick University as 'benchmark' for business collaboration: Phil Bennion MEP has... http://t.co/MAFB48f1rJ","polite","neutral","broadcasting",0,1723,94,"Tue May 13 17:22:44 +0000 2014"
466267761623449600,"portraitinflesh","@atomicjoy @DanHannanMEP @charlesmaggs That was certainly true of the original Nazis, whose very name was the political equivalent of...","polite","neutral","engaging",0,3290,119,"Tue May 13 17:24:31 +0000 2014"
466267953717968896,"RogerHelmerMEP","@RodHowlett Tactical voting is difficult in a two-horse race.  You have to choose one or the other.","polite","positive","engaging",0,16586,69,"Tue May 13 17:25:17 +0000 2014"
466268128096550912,"BoroLibDems","Out + about with #Peterborough's MEP @Andrew_Duff_MEP #cllrdarrenfower http://t.co/VN7g94AcJw","polite","neutral","engaging",0,2968,3589,"Tue May 13 17:25:59 +0000 2014"
466268398683688960,"SarahLudfordMEP","@robinmeltzer @RosinaRobson @EmilySword025: few mins,train at Mortlake....","polite","neutral","engaging",0,8547,4164,"Tue May 13 17:27:03 +0000 2014"
466277297134510080,"drewyo","@MikeARPowell @portraitinflesh @DanHannanMEP @hopenothate to pick snozzberries in Lincolnshire?","polite","neutral","engaging",0,613,1902,"Tue May 13 18:02:25 +0000 2014"
466277297738510336,"ExtraBold","At the Sheffield for Democracy hustings at Sheffield Hallam University.","polite","neutral","broadcasting",0,1961,846,"Tue May 13 18:02:25 +0000 2014"
466279249973116928,"sam280","@CasparBowden @jasonkitcat agreed, and academics should not ask for media attention when they don't have anything new to show.","polite","neutral","engaging",0,571,1,"Tue May 13 18:10:10 +0000 2014"
466279367103217664,"Myryama","@A_VanderElst @JaniceUKIP Interesting. When did he say that?","polite","neutral","engaging",0,175,689,"Tue May 13 18:10:38 +0000 2014"
466280501440163840,"IainMcGill","@ianssmart hey, that's my house you're talking about!!!","polite","negative","engaging",0,5102,543,"Tue May 13 18:15:09 +0000 2014"
466287262465277952,"purpleline","@TulipSiddiq @Tony_McNulty @Bonn1eGreer @maryhoneyball @Melissa_Benn smashing the glass ceiling is feminist vandalism","polite","neutral","engaging",0,2496,28436,"Tue May 13 18:42:01 +0000 2014"
466287372318306304,"FionaRadic","Only one member of the public here so far.   Everyone else a candidate, a party person or a partner.","polite","neutral","broadcasting",0,1110,2659,"Tue May 13 18:42:27 +0000 2014"
466287709238337536,"danielrhamilton","@VincentN15 @denismacshane Do you really how silly you sound?","polite","negative","engaging",0,9052,6122,"Tue May 13 18:43:47 +0000 2014"
466289358631624704,"A_VanderElst","@Myryama @JaniceUKIP Phrase all over Google. Original interview in Flemish in De Standaard. Story &amp; link here: http://t.co/WRgXsxE7Wa …","polite","neutral","engaging",0,750,5385,"Tue May 13 18:50:20 +0000 2014"
466290158040780800,"FionaRadic","@GreenDarrenBB no only in the immediate area.","polite","neutral","engaging",6,44,113,"Tue May 13 18:53:31 +0000 2014"
466292392321359872,"Tom_Sharman","Off to deliver my share of re-elect @GreenJeanMEP @TheGreenParty  leaflets to the good people of #Southwark #VoteGreen2014","polite","neutral","broadcasting",0,920,100,"Tue May 13 19:02:24 +0000 2014"
466293075388940288,"willbitsports","Fuck you #UKIP @Nigel_Farage! You misogynist homophobic fascist wankers and all you dimwit racists who vote for them. http://t.co/LHETMdgMLO","impolite","negative","engaging",3096,271,1067,"Tue May 13 19:05:07 +0000 2014"
466296663343382528,"FionaRadic","Now Richard Ferris.  Brilliant summary of what he has done. Approachable hard worker and a team player.","polite","positive","broadcasting",0,1110,2659,"Tue May 13 19:19:22 +0000 2014"
466298098680332288,"FionaRadic","Tory is totally against twenty's plenty.  Lab is pro total twenty and sees it as an environmentally important aim.","polite","neutral","broadcasting",0,1110,2659,"Tue May 13 19:25:04 +0000 2014"
466299889023217664,"FionaRadic","TUSC says youth doesn't have a lot to do: neets.  Audience corrects school kids.","polite","neutral","broadcasting",0,1110,2659,"Tue May 13 19:32:11 +0000 2014"
466301772781600768,"dutchgregory","“@Nigel_Farage: The attack on @GerardBattenMEP's house is a direct consequence of the media campaign against UKIP @mrjamesob #disgusting","polite","neutral","broadcasting",0,201,3448,"Tue May 13 19:39:40 +0000 2014"
466302545426931712,"alexedmiston","@GeorgiaElliott7 @scottishlabour @SarahBoyackMSP @Coisty_OB god help them","polite","neutral","engaging",0,329,1902,"Tue May 13 19:42:44 +0000 2014"
466306816784478208,"FionaRadic","UKIP now talking about dangers of separatism.  CON found some Polish ppl quite welcoming: translated material not always wanted..","polite","neutral","broadcasting",0,1110,2659,"Tue May 13 19:59:43 +0000 2014"
466307348022444032,"rcp123456","@FarageTobyJug @USoBritain @Nigel_Farage @GerardBattenMEP Lol! Which Ward?","polite","neutral","engaging",0,2348,36357,"Tue May 13 20:01:50 +0000 2014"
466308228088078336,"LocalRachel","Did u meet my character Miss Amy Neale yet? @YourSuffragist Follow her to interact with a changemaker from the past in the now! Touring soon","polite","neutral","broadcasting",0,782,295,"Tue May 13 20:05:19 +0000 2014"
466309391176978432,"USoBritain","@Nigel_Farage @GerardBattenMEP @metpoliceuk MEP's house attacked by violent leftists! @metpoliceuk please respond.","polite","neutral","engaging",0,211,29,"Tue May 13 20:09:57 +0000 2014"
466309760229584896,"Anothergreen","lol fame at last for Dr Wall http://t.co/WALE4jv9YA  I am number 4 place in funniest #UKIP tweets in history #Elephants never forget Farage","polite","negative","broadcasting",0,29617,10949,"Tue May 13 20:11:25 +0000 2014"
466310281610936320,"mellowman1001","@Nigel_Farage ""It's threatening the way that they do things. And every time that happens, the people holding the reins go bat shit crazy"".","polite","neutral","broadcasting",0,94,3710,"Tue May 13 20:13:29 +0000 2014"
466310312904650752,"Ginger_Zero","@EoinPalmer @Nigel_Farage @GerardBattenMEP http://t.co/HFRGcqUbmZ",NA,NA,NA,0,536,4215,"Tue May 13 20:13:36 +0000 2014"
466311409790631936,"FionaRadic","LAB safe walking routes to school.  Could be a better place.  Will work hard.","polite","neutral","broadcasting",0,1110,2659,"Tue May 13 20:17:58 +0000 2014"
466311745230102528,"FionaRadic","Becki wants a fairer society.  Enabling inclusion and more open government.  Part time job so has time.","polite","neutral","broadcasting",0,1110,2659,"Tue May 13 20:19:18 +0000 2014"
466312040018378752,"Green_DannyB","RT @GinaDowding: Green EU Commission presidential cand @SkaKeller calls for UK tuition fees to be scrapped http://t.co/hl97UbdXUT   ​","polite","positive","broadcasting",0,1454,850,"Tue May 13 20:20:28 +0000 2014"
466312452297457664,"PooleGreen","Young Greens of England and Wales | Why are you voting Green? http://t.co/WEURbIOJbI","polite","neutral","broadcasting",0,381277,6858,"Tue May 13 20:22:06 +0000 2014"
466312801695580160,"jasonkitcat","@curiousc Their view (and mine) is Estonian style ID probably impossible for big countries like UK. We need a different approach...","polite","neutral","engaging",0,5229,409,"Tue May 13 20:23:30 +0000 2014"
466315824069111808,"alexlmayer","Looking forward to joining the @BWLabour team for #labourdoorstep tomorrow - pls join us: 10am, car park behind Braintree Town Hall CM7 3YG","polite","positive","engaging",0,3973,403,"Tue May 13 20:35:30 +0000 2014"
466316200881176576,"alexlmayer","Looking forward to joining  @BedfordLabour team for #labourdoorstep tomorrow - pls join us: Meet 2.15pm, 10 Duchess Road, Bedford, MK42 0SH","polite","positive","broadcasting",0,3973,403,"Tue May 13 20:37:00 +0000 2014"
466317564189356032,"kmflett",".@CleanUpHaringey @HaringeyLibDems @tozen there's no success like failure.Bob Dylan","polite","neutral","engaging",0,8367,6807,"Tue May 13 20:42:25 +0000 2014"
466318414102138880,"shanedgj","@TimKirkhopeMEP Hi, Hull, City of Culture 2017 pt closure of a museum. Please sign the petition? http://t.co/PSrDi6bv5r #Jobs  #GovtCuts","polite","neutral","engaging",0,935,1028,"Tue May 13 20:45:48 +0000 2014"
466318571052998656,"katrinamurray71","@Mary_de_Brus @dhothersall so the Scottish Parliament can't do it but several local authorities (&amp; Boris) in London can.","polite","neutral","engaging",0,1461,12770,"Tue May 13 20:46:25 +0000 2014"
466322380810637312,"Green_Caroline","@StephenGovier @SouthwarkGP @bridgewithout http://t.co/90lasjDLio Do read the report too.","polite","neutral","engaging",0,4997,633,"Tue May 13 21:01:34 +0000 2014"
466327532519051264,"LigueDefJuifs","@Nigel_Farage @Marshall5Sharon @GerardBattenMEP Media incitement just like in US if u disagree with Obamao","polite","negative","engaging",3,149,698,"Tue May 13 21:22:02 +0000 2014"
466329437215399936,"NickiBrooksx","The hedgehogs are on my lawn again, snuffling around together. This makes me inordinately happy.","polite","positive","broadcasting",0,1036,913,"Tue May 13 21:29:36 +0000 2014"
466330046765228032,"brenniet","@BritishDemocrat @1975emma_ @Nigel_Farage socialism is fucking dead !","impolite","negative","engaging",0,1046,12315,"Tue May 13 21:32:01 +0000 2014"
466333894770712576,"allamag","@cllrakhan @LabourNorthWest @HuffPostUKPol",NA,NA,NA,0,38,8,"Tue May 13 21:47:19 +0000 2014"
466334567327342592,"alex_avern","Spent this morning with @anthea_McIntyre talking to local residents at a coffee morning in #Shawbury about the importance of EU elections.","polite","neutral","broadcasting",0,414,9,"Tue May 13 21:49:59 +0000 2014"
466335609158905856,"danielrhamilton","@LouiseMensch @timmontgomerie @pickardje @benedictbrogan What do you base this on, Louise?","polite","neutral","engaging",0,9052,6122,"Tue May 13 21:54:07 +0000 2014"
466335706697068544,"sibbuc","@drarcox well, be thinking of you as I tread the lovely streets then!","polite","neutral","engaging",0,605,905,"Tue May 13 21:54:31 +0000 2014"
466335957667827712,"cllrtomhunt1","@Commentory Enjoyed my time in Borehamwood, all the best for the rest of the campaign, tom","polite","positive","engaging",0,2974,2971,"Tue May 13 21:55:31 +0000 2014"
466339902339440640,"palaciosJJP","@Nigel_Farage @UKIP @GerardBattenMEP Mr Farage, you're putting at risk the most profitable and secure business in Europe: Europecrats.","polite","neutral","engaging",0,81,516,"Tue May 13 22:11:11 +0000 2014"
466340538749566976,"MargotLJParker","@cafe_tomtom You guys are bionic!","polite","neutral","engaging",0,11139,3327,"Tue May 13 22:13:43 +0000 2014"
466344428291239936,"violetavajda","@mj_cooper2004 @islingtongreens it's a sign! The universe loves Islington.","polite","neutral","engaging",0,55,0,"Tue May 13 22:29:10 +0000 2014"
466348718879703040,"JoHayesLibDem","@cllrdarrenfower Great to meet you too &amp; knock on doors in your ward!","polite","positive","engaging",0,1482,2153,"Tue May 13 22:46:13 +0000 2014"
466352984746491904,"londonorganiser","BNP Youth - Fight Back: http://t.co/dID4fu6Q2O via @YouTube","polite","neutral","engaging",0,1354,1768,"Tue May 13 23:03:10 +0000 2014"
466353866892513280,"GoodallGiles","Malcolm Bruce: Britain needs Lib Dem MEPs http://t.co/AELDKmlMTF via @libdemvoice","polite","neutral","broadcasting",0,4027,10073,"Tue May 13 23:06:40 +0000 2014"
466358439397294080,"ImGregCook","@Bonkers_Caveman @telsah1 @Happy_Trades @RadarNvrSleeps @Nigel_Farage @GerardBattenMEP Just block the halfwit.","impolite","negative","engaging",0,7607,18126,"Tue May 13 23:24:51 +0000 2014"
466358732885336064,"2cvdolly1","@Dayle_Taylor @Nigel_Farage http://t.co/iv3PNLLVFl",NA,NA,NA,0,12,19,"Tue May 13 23:26:01 +0000 2014"
466361887870185472,"JamesJimCarver","http://t.co/JL41OeBIMo",NA,NA,NA,0,7369,1775,"Tue May 13 23:38:33 +0000 2014"
466389282215976960,"originalfoots","@TulipSiddiq @Bonn1eGreer @maryhoneyball @Melissa_Benn plus thank you to Gillian Welch for steering it so expertly","polite","positive","engaging",0,429,1471,"Wed May 14 01:27:24 +0000 2014"
466412138714914816,"FionaRadic","if you live in Park Ward and want 20's Plenty don't vote for @stephenallen163 CON.  He is very against Total 20.  #cycle #pedestrian","polite","neutral","broadcasting",0,1110,2659,"Wed May 14 02:58:14 +0000 2014"
466432217670238208,"Angel4theNorth","Looking forward to chatting with Alfie &amp; Charlie on @bbcnewcastle about why to vote Lib Dem in the Euro elections and #whyiamin from 9am","polite","neutral","broadcasting",0,707,287,"Wed May 14 04:18:01 +0000 2014"
466457741771296768,"LW4WM","Thank heavens for democracy, free speech and Richard Corbett! -The eurosceptic narrative http://t.co/gpldyJiZ1G Worth a read.","polite","positive","broadcasting",0,2021,687,"Wed May 14 05:59:26 +0000 2014"
466464194360258560,"Molly4Europe","MT @Celestite66: Cash for Euro seats - worth having conversation; you'd be surprised who is thinking of voting UKIP http://t.co/eDePTCn1zp","polite","neutral","broadcasting",0,15125,3500,"Wed May 14 06:25:05 +0000 2014"
466466187615154176,"JunkkMale","@TelegraphBlogs @DanHannanMEP I actually have used #ironyalert a lot on twitter, ironically","polite","neutral","engaging",0,2513,8860,"Wed May 14 06:33:00 +0000 2014"
466467786785816576,"NSinclaireMEP","@ChrisRussell76 http://t.co/uskBwLrbAO",NA,NA,NA,0,4121,1737,"Wed May 14 06:39:21 +0000 2014"
466468327255474176,"voterossbrown","@craigd0yle @SSDPIRELAND @NORMLIRELAND havnt read it yet!","polite","neutral","engaging",0,4215,2555,"Wed May 14 06:41:30 +0000 2014"
466468806844379136,"Juderobinson","Eastenders' hardman Ross Kemp poses for selfie with Camborne students | West Briton http://t.co/YMiTMeNCyi via @po_st","polite","neutral","broadcasting",0,2183,365,"Wed May 14 06:43:24 +0000 2014"
466468811726921728,"wallmt","@NHAparty @marcuschown Will you guys be running a list in Wales?","polite","neutral","engaging",0,748,89,"Wed May 14 06:43:25 +0000 2014"
466468989846450176,"DearMeNo","@CStephenssnp @theSNP http://t.co/3TquupD01u",NA,NA,NA,0,1629,21732,"Wed May 14 06:44:08 +0000 2014"
466469755600535552,"Anothergreen","@Tokyo_Tom because her work was practical not primarily ideological,","polite","neutral","engaging",0,29617,10949,"Wed May 14 06:47:10 +0000 2014"
466473479735627776,"WestBromEL","@Nigel_Farage @GerardBattenMEP Be careful, your replies to this tweet maybe reported to police, mind how you go.","polite","neutral","engaging",0,3190,184,"Wed May 14 07:01:58 +0000 2014"
466475814566244352,"dannywfcjay","@NSinclaireMEP Anyone fancy a steaming cup of *looks at box* Oh nevermind!","polite","neutral","engaging",0,548,403,"Wed May 14 07:11:15 +0000 2014"
466477342630875136,"KatBoettge","@lek_black @loveacupotea @blazeart_ PS sorry for the delay. Campaign is keeping me very busy :-)","polite","neutral","engaging",1973,568,11773,"Wed May 14 07:17:19 +0000 2014"
466478459020386304,"ChrisRussell76","@NSinclaireMEP Why or how can claim for kids not even in UK?","polite","neutral","engaging",0,1076,20851,"Wed May 14 07:21:46 +0000 2014"
466480007255437312,"NSinclaireMEP","@ChrisRussell76 Due to #EU law those eu nationals who have worked in UK can claim Family Allowance for kids who have never set foot in UK","polite","neutral","engaging",0,237,23,"Wed May 14 07:27:55 +0000 2014"
466480852399312896,"jennyknight2014","England - Land of St George, the English Democrats Campaign Song by Citizen Steve  has now been listened to... http://t.co/J10poGnnc5","polite","neutral","broadcasting",0,197,56,"Wed May 14 07:31:16 +0000 2014"
466485975351582720,"suzanneshine","@gojasnago @jdpoc @JoshuaBonehill It's really unhealthy to spend so much time on Twitter going on about the same rhetoric. No change.","polite","negative","engaging",0,5896,23922,"Wed May 14 07:51:38 +0000 2014"
466489318958039040,"AWAHStevens","Rocco: A vulgar display of parchment - Cameron disregards Magna Carta and due process to reach into your bank account http://t.co/i7O7ukid4C","polite","negative","broadcasting",0,186,1,"Wed May 14 08:04:55 +0000 2014"
466490565019066368,"robjlinds","UKIP sets police on Green blogger @Anothergreen http://t.co/7DpGjpwLFu","polite","neutral","engaging",0,908,1035,"Wed May 14 08:09:52 +0000 2014"
466495636188450816,"IainMcGill","@benrileysmith @chrisdeerin @euanmccolm clearly a child of Thatcher...","polite","neutral","engaging",0,145,4,"Wed May 14 08:30:01 +0000 2014"
466499620978569216,"Anothergreen",".@TerenceMcleod @j_de_landtsheer she is a diversity dictator perhaps? Or  liberal who joined what she thought was a libertarian party #UKIP","polite","negative","engaging",0,29617,10949,"Wed May 14 08:45:51 +0000 2014"
466500822579576832,"TomJamesScott","Big talk from @Nigel_Farage @UKIP. No seats now. Maybe none after 2015. So much for chasing Lab voters.  @nicholaswatt @schofieldkevin","polite","negative","engaging",0,838,943,"Wed May 14 08:50:37 +0000 2014"
466506508734197760,"Anothergreen",". @GreenBenali @TerenceMcleod are you a diversity dictator? #UKIP","polite","negative","engaging",0,29617,10949,"Wed May 14 09:13:13 +0000 2014"
466508643744378880,"schwaa23","@Nigel_Farage @GerardBattenMEP sheep comments.  Farage is not racist. Hes a Libertarian.","impolite","negative","engaging",0,1660,12753,"Wed May 14 09:21:42 +0000 2014"
466511666168205312,"dc4abcf82fba402","@Nigel_Farage @YIofficial @GerardBattenMEP Anyone who supports the removal of ppls freedom will be a target for some.","polite","neutral","engaging",0,9,1,"Wed May 14 09:33:43 +0000 2014"
466513355445133312,"IainMcGill","@Mr_Mark_Brown @ColinMcGavigan faster some times, slower some times...","polite","neutral","engaging",0,5102,543,"Wed May 14 09:40:25 +0000 2014"
466514989554352128,"Lr1Lr1","@BBCPolitics Arsehole show us the statement Ukip said britan would be flooded with immigrants @Nigel_Farage @David_Cameron @10downingstreet","impolite","negative","engaging",0,275,30543,"Wed May 14 09:46:55 +0000 2014"
466522331926786048,"sionsimon","On way to an ERDF-supported jobs fair at the Molyneux. Let's hope it ends better for the hosts than last time I was there. #1-5 #wba #EP2014","polite","neutral","broadcasting",0,10077,921,"Wed May 14 10:16:06 +0000 2014"
466524678799261696,"keepingitbrief","@Nigel_Farage Dont sell us out to the Tories. I want a new establishment, rid of the untouchable 'club' mentality of legalized toff benfits","polite","negative","engaging",0,96,15,"Wed May 14 10:25:25 +0000 2014"
466524740039892992,"FionaRadic","If there was a ""balance"" children would be walking to school safely and without needing their parents or a car?  @stephenallen163","polite","neutral","engaging",0,1110,2659,"Wed May 14 10:25:40 +0000 2014"
466524807518240768,"Andrew_Duff_MEP","Ouch! The upgraded super Trans-European Network #A14 will go right next to these people's homes near #Cambridge http://t.co/UVMhjltBHy","polite","negative","broadcasting",0,12944,1890,"Wed May 14 10:25:56 +0000 2014"
466525493584732160,"FionaRadic","so you won't be joining the campaign then?  I am sorry about that.  @stephenallen163","polite","neutral","engaging",0,1110,2659,"Wed May 14 10:28:39 +0000 2014"
466526629439623168,"CStephenssnp","SNP MEP's elected at #EP2014 will ensure that all work in the European Parliament is underpinned by the principle of equality #voteSNP","polite","neutral","broadcasting",0,10482,6810,"Wed May 14 10:33:10 +0000 2014"
466526633646903296,"DonnaInSussex","@mdkent 1 in 100 women died in or because of childbirth before medical profession got involved. Now 1 in 12,500. #ThinkAboutIt.","polite","neutral","engaging",0,6,58,"Wed May 14 10:33:11 +0000 2014"
466528128584912896,"sanchia4europe","A lovely sunny #labourdoorstep in my ward this morning with the @alibonlabour team. All voting labour on the 22nd may. #votelabour","polite","positive","broadcasting",0,4296,46,"Wed May 14 10:39:08 +0000 2014"
466529396447121408,"vicky_cann",".@billnewtondunn Will you prevent excessive corporate lobby influence in the #EP2014? Please sign the #pforp pledge http://t.co/4Uv1NOWYzC","polite","neutral","engaging",0,904,47,"Wed May 14 10:44:10 +0000 2014"
466531693802037248,"DressBagShoes","@mandreasen Which powers have increased?","polite","neutral","engaging",0,2466,1376,"Wed May 14 10:53:18 +0000 2014"
466532402232590336,"18SEPT2014","@MhairiHunter @KristoferKeane @TasminaSheikh I bet Tasmina would #PublishThePoll","polite","neutral","engaging",0,9834,104348,"Wed May 14 10:56:07 +0000 2014"
466533324371279872,"TimLeary75",".@Independent When @Nigel_Farage says ""[u have] the charisma of a damp rag &amp;the appearance of a low-grade bank clerk"",it's ok, Nazi -not ok?","impolite","negative","engaging",0,332,6897,"Wed May 14 10:59:46 +0000 2014"
466534857170878464,"Anothergreen",". @j_de_landtsheer @TerenceMcleod I think you need to give Terry the chance to explain how proud he is of his English ancestors coming over","polite","neutral","engaging",0,29617,10949,"Wed May 14 11:05:52 +0000 2014"
466535600804622336,"FuzzyComic","@londonorganiser you do realise it is possible for the indigenous to have 2 passports? Also not sure how I took the piss, please explain","polite","negative","engaging",0,196,270,"Wed May 14 11:08:49 +0000 2014"
466536175839490048,"Akelly95","@DebunkUKIPlies @paulnuttallukip patronising. Nice. However you yourself must be pretty stupid if you don't think this group is violent.","impolite","neutral","engaging",0,272,353,"Wed May 14 11:11:06 +0000 2014"
466537298772127744,"Michael_Heaver","@timothy_stanley @Telegraph Facts are net migration still up massively http://t.co/GrK8xELjzY","polite","neutral","engaging",0,293,1971,"Wed May 14 11:15:34 +0000 2014"
466537515097534464,"michaelgreen01","@VanessaStAlbans @SteveLBP Which bottomless pit is that?  The one that is Farage's expenses?","polite","negative","engaging",0,402,37,"Wed May 14 11:16:26 +0000 2014"
466537770572193792,"DavidCoburnUKip","@Veracity4U I have plenty - gave you 1 - do you want anymore?","polite","neutral","engaging",0,18238,4565,"Wed May 14 11:17:27 +0000 2014"
466538702161059840,"MargotLJParker","@GoldenOldieC It seems so!","polite","neutral","engaging",0,189,380,"Wed May 14 11:21:09 +0000 2014"
466540574829314048,"michaelgreen01","@SteveLBP @VanessaStAlbans You might very well say that; I couldn't possibly comment!","polite","neutral","engaging",0,402,37,"Wed May 14 11:28:35 +0000 2014"
466541382182928384,"Veracity4U","This #ukip cowardly ""Candidate"", fled at the first sing of argument: #Scotland, avoid @DavidCoburnUKip !!! #davidcoburn not fit to Represent","polite","negative","broadcasting",0,684,5853,"Wed May 14 11:31:48 +0000 2014"
466542014268702720,"stevesollitt","BBC News - Immigration: Flood, what flood? http://t.co/lhcPJqPiFe","polite","neutral","broadcasting",0,840,16,"Wed May 14 11:34:18 +0000 2014"
466542272272543744,"mattjmclaren","While UKIP miss or oppose key votes, @LibDems are working hard to stand up for UK citizens http://t.co/jxwJAF71a5 http://t.co/RHkFhUsG7n","polite","neutral","broadcasting",0,658,488,"Wed May 14 11:35:20 +0000 2014"
466542320364834816,"DavidCoburnUKip","@stephenkidd56 - If hadnt been on programme You could have nipped out for packet of fags &amp; wouldnt miss anything  Lib/Lab/Con/Tartan Tories","polite","negative","engaging",0,18238,4565,"Wed May 14 11:35:31 +0000 2014"
466543752950341632,"NSinclaireMEP","Busy lunchtime - we're positioned next to the market http://t.co/EUGpdBu7hL","polite","neutral","broadcasting",0,4121,1737,"Wed May 14 11:41:13 +0000 2014"
466543894436401152,"Mr_JDTraynor","@AWAHStevens If all the racist scum like you buggered off to live on the moon, everyone else will get along fine.","impolite","negative","engaging",0,1243,1073,"Wed May 14 11:41:47 +0000 2014"
466545825653727232,"DavidCoburnUKip","@unitetheunion Lie!","polite","negative","engaging",0,18238,4565,"Wed May 14 11:49:27 +0000 2014"
466547279156228096,"DavidCoburnUKip","@dharmabum013 @distalgesic @Sneekyboy I want to preserve the Union &amp; leave EU","polite","neutral","engaging",0,18238,4565,"Wed May 14 11:55:14 +0000 2014"
466547780253523968,"michaelgreen01","@SteveLBP @VanessaStAlbans Ah, but Stephen, I won't be able to deliver it due to all the cut-up cardboard you've made us put in there!","polite","neutral","engaging",0,402,37,"Wed May 14 11:57:13 +0000 2014"
466547822599602176,"DavidCoburnUKip","@distalgesic @dharmabum013 @Sneekyboy I was 1st TV against racist Tory anti immigratn vans- where was your voice? http://t.co/5lYqhR0Qsl","polite","neutral","engaging",0,18238,4565,"Wed May 14 11:57:23 +0000 2014"
466548815021883392,"MeltonBlue","@sionsimon also the West Mids has seen one of the largest falls in unemployment by 0.5% on the previous quarter. This is good news.","polite","positive","engaging",0,474,1209,"Wed May 14 12:01:20 +0000 2014"
466550863977537536,"DavidCoburnUKip","@Sneekyboy @distalgesic @dharmabum013 except UK doesnt get a seat at WTT only EU Commission does","polite","neutral","engaging",0,18238,4565,"Wed May 14 12:09:28 +0000 2014"
466551941175074816,"DavidCoburnUKip","@Sneekyboy @distalgesic @dharmabum013 I think if it is a NO - there will be some significant horse trading","polite","neutral","broadcasting",0,18238,4565,"Wed May 14 12:13:45 +0000 2014"
466551949119459328,"distalgesic","@DavidCoburnUKip @Sneekyboy @dharmabum013 Tell that to Nissan who will reconsider future if UK out of EU what about those jobs #deluded","polite","negative","engaging",0,635,1026,"Wed May 14 12:13:47 +0000 2014"
466552292028977152,"jackbuckby","@Magee__ http://t.co/hAD4i7GXlc http://t.co/16JjbxVvJn http://t.co/Y1hw9jP3PK",NA,NA,NA,623,163,46,"Wed May 14 12:15:09 +0000 2014"
466552507834335232,"distalgesic","@DavidCoburnUKip @Sneekyboy @dharmabum013 Id you think that you truly are deluded.","polite","negative","engaging",0,855,112653,"Wed May 14 12:16:00 +0000 2014"
466554436660510720,"dharmabum013","@DavidCoburnUKip @Sneekyboy @distalgesic I could see a non neoliberal Conservative party doing reasonably well in Independent Scotland.","polite","neutral","engaging",0,1892,12237,"Wed May 14 12:23:40 +0000 2014"
466556368766648320,"old_chap","@Bruciebabe @Nigel_Farage Perhaps we should change EU in UK to FU","impolite","negative","engaging",0,268,73,"Wed May 14 12:31:21 +0000 2014"
466560019211616256,"billy_shabir","@richardhowitt Appreciate you came to visit me at Kashmir Jewellers today. Wish you all the best for the future","polite","positive","engaging",0,373,167,"Wed May 14 12:45:51 +0000 2014"
466560764611141632,"StanleyLohr","@David_Cameron UKIP's Leader @Nigel_Farage wishes to forward his heartfelt condolences to the family &amp; loved ones of Stephen Sutton! @UKIP","polite","neutral","engaging",0,2345,1039,"Wed May 14 12:48:49 +0000 2014"
466563275220865024,"AGlesca","@DavidCoburnUKip @psflaps @Sneekyboy @dharmabum013 @distalgesic R all the signatories living ruk prepared to pay for this extra referendum?","polite","neutral","engaging",0,4889,2312,"Wed May 14 12:58:47 +0000 2014"
466563599255613440,"julie4nw","Completion of the Single Market in areas such as energy, digital and services, could add 7.1% or £109bn to UK GDP #VoteLab14","polite","neutral","broadcasting",0,14492,12426,"Wed May 14 13:00:05 +0000 2014"
466565046114340864,"psflaps","@sneekyboy @davidcoburnukip @dharmabum013 @distalgesic I think everybody else in the entire world already knew that.","polite","negative","engaging",1,127,110,"Wed May 14 13:05:50 +0000 2014"
466565332346236928,"philhenrick","Omnium poll Euro elections West Mids: UKIP 42%, Lab 25%, Con 21%, LD 2%","polite","neutral","broadcasting",0,745,10183,"Wed May 14 13:06:58 +0000 2014"
466566690969772032,"tozen","A couple of pictures from surgeries that we have been holding in Tottenham. If you have a problem, just drop in... http://t.co/iY1UOzBs6d","polite","neutral","broadcasting",0,1291,1624,"Wed May 14 13:12:22 +0000 2014"
466567430987198464,"violetavajda","@tomisnotaslav wow what a nice haircut! who's the barber? actually don't worry, the Forest Hill one does a great job - and he's from Uruguay","polite","neutral","engaging",0,406,711,"Wed May 14 13:15:18 +0000 2014"
466567680942559232,"philhenrick","@EdwardSumner96 Indeed!!","polite","positive","engaging",0,124,5470,"Wed May 14 13:16:18 +0000 2014"
466568562766008320,"jonathanfryer","Later tis afternoon I'll be doing a TV interview about the European elections for #China's @cctvnews #EP2014","polite","neutral","broadcasting",0,10704,3531,"Wed May 14 13:19:48 +0000 2014"
466568929260101632,"DavidCoburnUKip","@SLATUKIP @UKIP err I am not resonsible for what others tweet - lol","polite","neutral","engaging",0,18238,4565,"Wed May 14 13:21:15 +0000 2014"
